,product_id,I_%_ 23,F_%_ 23,L_%_ 23,I_%_ 24,F_%_ 24,L_%_ 24,I_%_ 26,F_%_ 26,L_%_ 26,I_%_ 41,F_%_ 41,L_%_ 41,I_%_ 48,F_%_ 48,L_%_ 48,I_%_180,F_%_180,L_%_180,I_%_188,F_%_188,L_%_188,I_%_407,F_%_407,L_%_407,I_%_490,F_%_490,L_%_490
2640,108636,0.0,0.0,0.0,29.67032967032967,52.74725274725275,17.582417582417584,8.791208791208792,84.61538461538461,6.593406593406594,0.0,0.0,0.0,35.16483516483517,61.53846153846154,3.296703296703297,100.0,0.0,0.0,100.0,0.0,0.0,98.9010989010989,1.098901098901099,0.0,8.791208791208792,0.0,91.20879120879121
2641,127583,0.0,0.0,0.0,36.26373626373626,31.868131868131865,31.868131868131865,17.582417582417584,25.274725274725274,57.14285714285714,0.0,0.0,0.0,5.4945054945054945,16.483516483516482,78.02197802197803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2642,129019,0.0,0.0,0.0,52.74725274725275,4.395604395604396,42.857142857142854,21.978021978021978,19.78021978021978,58.24175824175825,0.0,0.0,0.0,17.582417582417584,19.78021978021978,62.637362637362635,0.0,0.0,0.0,0.0,0.0,0.0,79.12087912087912,18.681318681318682,2.197802197802198,0.0,0.0,0.0
2643,129393,0.0,0.0,0.0,20.87912087912088,40.65934065934066,38.46153846153847,34.065934065934066,37.362637362637365,28.57142857142857,100.0,0.0,0.0,34.065934065934066,37.362637362637365,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,98.9010989010989,1.098901098901099,0.0,40.65934065934066,25.274725274725274,34.065934065934066
2644,129015,0.0,0.0,0.0,67.03296703296702,1.098901098901099,31.868131868131865,5.4945054945054945,65.93406593406593,28.57142857142857,0.0,0.0,0.0,1.098901098901099,37.362637362637365,61.53846153846154,0.0,0.0,0.0,0.0,0.0,0.0,45.05494505494506,0.0,54.94505494505495,0.0,0.0,0.0
2645,129344,0.0,0.0,0.0,0.0,14.285714285714285,85.71428571428571,16.483516483516482,29.67032967032967,53.84615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,129346,0.0,0.0,0.0,0.0,49.45054945054945,50.54945054945055,25.274725274725274,43.956043956043956,30.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.74725274725275,0.0,47.25274725274725,0.0,0.0,0.0
2647,128477,0.0,0.0,0.0,29.67032967032967,0.0,70.32967032967034,4.395604395604396,29.67032967032967,65.93406593406593,0.0,0.0,0.0,4.395604395604396,29.67032967032967,65.93406593406593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2648,130455,0.0,0.0,0.0,6.593406593406594,69.23076923076923,24.175824175824175,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,61.53846153846154,38.46153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2649,132744,0.0,0.0,0.0,13.186813186813188,37.362637362637365,49.45054945054945,5.4945054945054945,46.15384615384615,48.35164835164835,92.3076923076923,0.0,7.6923076923076925,0.0,24.175824175824175,75.82417582417582,32.967032967032964,46.15384615384615,20.87912087912088,0.0,0.0,0.0,0.0,0.0,0.0,92.3076923076923,0.0,7.6923076923076925
2650,129536,0.0,0.0,0.0,29.67032967032967,67.03296703296702,3.296703296703297,17.582417582417584,79.12087912087912,3.296703296703297,100.0,0.0,0.0,6.593406593406594,23.076923076923077,70.32967032967034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.296703296703297,0.0,96.7032967032967
2651,127161,0.0,0.0,0.0,47.25274725274725,7.6923076923076925,45.05494505494506,13.186813186813188,32.967032967032964,53.84615384615385,0.0,0.0,0.0,6.593406593406594,18.681318681318682,74.72527472527473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2652,130475,0.0,0.0,0.0,47.25274725274725,17.582417582417584,35.16483516483517,5.4945054945054945,58.24175824175825,36.26373626373626,89.01098901098901,0.0,10.989010989010989,0.0,46.15384615384615,53.84615384615385,47.25274725274725,19.78021978021978,32.967032967032964,85.71428571428571,0.0,14.285714285714285,73.62637362637363,0.0,26.373626373626376,0.0,0.0,0.0
2653,128214,0.0,0.0,0.0,41.75824175824176,41.75824175824176,16.483516483516482,13.186813186813188,79.12087912087912,7.6923076923076925,0.0,0.0,0.0,10.989010989010989,70.32967032967034,18.681318681318682,14.285714285714285,5.4945054945054945,80.21978021978022,100.0,0.0,0.0,98.9010989010989,1.098901098901099,0.0,7.6923076923076925,12.087912087912088,80.21978021978022
2654,150531,0.0,0.0,0.0,4.395604395604396,51.64835164835166,43.956043956043956,32.967032967032964,36.26373626373626,30.76923076923077,100.0,0.0,0.0,81.31868131868131,2.197802197802198,16.483516483516482,0.0,0.0,0.0,38.46153846153847,0.0,61.53846153846154,100.0,0.0,0.0,0.0,0.0,0.0
2655,129557,0.0,0.0,0.0,0.0,87.91208791208791,12.087912087912088,17.582417582417584,0.0,82.41758241758241,81.31868131868131,4.395604395604396,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,82.41758241758241,0.0,17.582417582417584,100.0,0.0,0.0,98.9010989010989,1.098901098901099,0.0
2656,129556,0.0,0.0,0.0,14.285714285714285,43.956043956043956,41.75824175824176,23.076923076923077,38.46153846153847,38.46153846153847,79.12087912087912,2.197802197802198,18.681318681318682,78.02197802197803,0.0,21.978021978021978,0.0,0.0,0.0,78.02197802197803,0.0,21.978021978021978,90.10989010989012,0.0,9.89010989010989,89.01098901098901,1.098901098901099,9.89010989010989
2657,129539,0.0,0.0,0.0,52.74725274725275,4.395604395604396,42.857142857142854,20.87912087912088,16.483516483516482,62.637362637362635,0.0,0.0,0.0,6.593406593406594,3.296703296703297,90.10989010989012,86.81318681318682,5.4945054945054945,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
